id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
1305	A cow learns to walk like a man, both literally and figuratively, in this computer-animated comedy written and directed by Steve Oedekerk, the creator of Jimmy Neutron: Boy Genius. Ben (voice of Sam Elliott) is a cow who for years has been the leader and sober voice of reason among the animals at a farm where the critters are a bit unusual -- they can walk on two legs, talk, swim, and act like humans, though they have the good sense to avoid doing these things while humans are around. Ben has long dreamed that his son Otis (voice of Kevin James) would someday take over his duties on the farm, but Otis is a carefree and irresponsible type who would rather party with his friends and hang out with his girlfriend, Daisy (voice of Courteney Cox). Ben and his friend Miles (voice of Danny Glover), a wise and patient mule, wonder if Otis will ever make anything of himself, while Dasiy's best friend, Bessy (voice of Wanda Sykes), is convinced she can do better. However, one night Otis decides to do something about an obnoxious kid who enjoys tipping his fellow cows, and for the first time in his life he gets a taste of leadership -- and he likes it. Barnyard also features the voice talents of Andie MacDowell, Maria Bamford, and Maurice LaMarche.	PG	Animation|Comedy|Kids and Family	Steve Oedekerk	Steve Oedekerk	2006-08-04	2006-12-12	$	72,601,713	90 minutes	Paramount Pictures
1307	HITCHCOCK is a love story about one of the most influential filmmakers of the last century, Alfred Hitchcock and his wife and partner Alma Reville. The film takes place during the making of Hitchcock's seminal movie Psycho.	PG-13	Drama	Sacha Gervasi	Unknown	2012-11-23	2013-03-12	$	6,002,708	98 minutes	Fox Searchlight Pictures
1317	For an awkward, self-conscious girl like Kiki, being the personal assistant to a beautiful mega-star like Gwen isn't easy. But when she dutifully accepts the task of helping Gwen and her estranged mega-star husband Eddie make it through one last public appearance masterminded by legendary press agent Lee Phillips, forever devoted Kiki finds that her job is about to get even harder. At first it seems her challenge is to keep the peace between Gwen and Eddie and their public image intact, but soon Kiki is faced with a more personal concern as her longtime friendship with Eddie begins to take a romantic turn.	PG-13	Comedy|Drama|Romance	Joe Roth	Donna Roth|Billy Crystal|Peter Tolan	2001-07-20	2001-11-13	$	93,008,426	103 minutes	Columbia Pictures
1320	No matter whom we are, no matter where we live, we're all bound by borders. Many of us are content to live within these borders--others are simply forced to exist within them. But some of us need to break out, burst through, even if what is on the other side is both frightening and unknown. From this comes the tale of one young man's dilemma as he navigates his way through his colliding worlds. Set against Detroit's hip-hop scene in 1995, the story centers on Jimmy Smith Jr., a young white rapper, who struggles to find his voice. The people of Detroit know '8 Mile' as the city limit or a border. It is also a psychological dividing line that separates Jimmy from where and who he wants to be, as he struggles to find the strength and courage to transcend his boundaries.	R	Drama	Curtis Hanson	Scott Silver	2002-11-08	2003-03-18	$	116,638,030	111 minutes	Universal Pictures
1321	In his follow-up to the four-time Academy Award (R)-nominated blockbuster The Help, Tate Taylor directs 42's Chadwick Boseman as James Brown in Get on Up. Based on the incredible life story of the Godfather of Soul, the film will give a fearless look inside the music, moves and moods of Brown, taking audiences on the journey from his impoverished childhood to his evolution into one of the most influential figures of the 20th century. Boseman is joined in the drama by Viola Davis, Octavia Spencer, Nelsan Ellis, Lennie James, Tika Sumpter, Jill Scott and Dan Aykroyd.	PG-13	Drama	Tate Taylor	Tate Taylor|Jez Butterworth|John-Henry Butterworth|Steven Baigelman	2014-08-01	2015-01-06	$	22,838,662	138 minutes	Universal Pictures
1327	Charles S. Dutton's feature-length directorial debut Against the Ropes is based on the real-life story of Jackie Kallen, a Jewish woman from Detroit who became a successful boxing manager. Played by Meg Ryan, Kallen works her way up in the world of boxing by believing in the fighting skills of Luther Shaw (Omar Epps). Director Dutton appears as veteran trainer Felix Reynolds, whom Kallen encourages to come out of retirement.	PG-13	Drama	Unknown	Cheryl Edwards	2004-02-20	2004-07-13	$	5,696,752	110 minutes	Paramount Pictures
1334	Dating guru Matthew Taylor (Shemar Moore) falls for celebrity therapist Kristin Peralta (Nadine Velazquez) while he does a book tour to promote his best-selling self-help guide. In time, their relationship forces him to confront his issues stemming from a prior breakup. Directed by Youssef Delara.	PG-13	Comedy|Romance	Youssef Delara	Victor Teran|Youssef Delara|Staci Robinson	2016-12-09	2017-04-04	$	320,676	104 minutes	Unknown
1337	On the morning of his re-election, the President decides to read the newspaper for the first time in four years. This starts him down a slippery slope. He begins reading obsessively, reexamining his black and white view of the world, holing up in his bedroom in his pajamas. Frightened by the President's apparent nervous breakdown, his Chief of Staff pushes him back into the spotlight, booking him as a guest judge on the television ratings juggernaut (and the President's personal fave), the weekly talent show American Dreamz. America can't seem to get enough of American Dreamz, hosted by self-aggrandizing, self-loathing Martin Tweed, ever on the lookout for the next insta-celebrity. His latest crop of hopefuls includes Sally, a conniving steel magnolia with a devoted, dopey veteran boyfriend, and Omer, a recent Southern Californian immigrant (who just happens to be a bumbling, show tune singing, would-be terrorist awaiting activation). When both Sally and Omer make it to the final round of Dreamz -- where the President will be judging along with Tweed -- the stage is set for a show the nation will never forget.	PG-13	Comedy|Drama	Paul Weitz	Paul Weitz	2006-04-21	2006-10-03	$	7,156,725	108 minutes	Universal Pictures
1339	"When her director husband is occupied with work in Paris, an American woman takes a jaunt with his business associate, a charming Gallic rogue who is happy to squire her on a tour of some of the finest meals in Provence. The first feature directed by Eleanor Coppola, wife of Francis and director of the ""Apocalypse Now"" documentary ""Hearts of Darkness""."	PG	Comedy|Romance	Eleanor Coppola	Eleanor Coppola	2017-05-12	2017-09-05	$	5,617,321	92 minutes	Sony Pictures Classics
1340	Produced by MTV Films, The Perfect Score is a teen crime comedy about a group of high school students who decide to steal the answers to the SAT exam. Kyle (Chris Evans) wants to be an architect, but his scores are too low to get into the school of his choice. Matty (Bryan Greenberg) is heartbroken when he is rejected from the school to which his girlfriend goes. Good girl Anna (Erika Christensen) is pressured by her parents to excel in academics and remain innocent. Desmond (Darius Miles) is a basketball player who believes the SAT exam is racist. Rounding out the group is gutsy Francesca (Scarlett Johansson) and lonely Roy (Leonardo Nam).	PG-13	Comedy|Drama|Mystery and Suspense	Brian Robbins	Mark Schwahn|Marc Hyman|Jon Zack	2004-01-30	2004-06-29	$	10,279,192	92 minutes	Paramount Pictures
1341	Two Oscar-winning actors add a family-oriented comedy to their resumes with this Disney-produced arctic adventure. Snow Dogs stars Cuba Gooding Jr. as Ted Brooks, a Florida-dwelling dentist with a successful chain of offices and a comfy, poolside lifestyle. All this changes, however, when he finds out that he was actually adopted as a child, and that his birth mother has died and left him an inheritance in her home state of Alaska, of all places. After arriving in the snow-bound clime, Ted learns that he has been willed a pack of cutely named sled dogs: Demon, Diesel, Dutchess, Nana, Mack, Scooper, Sniff, and Yodel. Problem is, the town's premiere sled-dogger, Thunder Jack (James Coburn), wants the pack for himself, and encourages Ted to go back to his tropical environs. But with a major sled-dog race looming, Ted's inspired to learn the ropes, as it were, and prove himself worthy of his birth mother's inheritance -- any way he can. Snow Dogs was directed by Jingle All the Way's Brian Levant and features some animatronic dog effects by Jim Henson's Creature Shop; the script was very loosely adapted from popular author Gary Paulsen's nonfiction book Winterdance: The Fine Madness of Running the Iditarod.	PG	Action and Adventure|Comedy|Kids and Family	Brian Levant	Unknown	2002-01-18	2002-05-14	$	81,110,575	99 minutes	Buena Vista Distribution Compa
1342	It is not easy being a 9 year old in a new country. Tony has just moved with his parents, Dottie and Bob Thompson, from a big bustling city in America to a small village in a remote corner of Scotland. Every night, in his new home, Tony has nightmares about vampires, and he has no idea why. He soon becomes so absorbed by them that he starts studying every book he can find on the subject. His classmates tease him about his vampire obsession, especially the cruel local kids, Nigel and Flint, nephews of local squire, and Bob's employer, Lord McAshton. The teacher at his new school is so shocked he tells Tony's Mom about how worried he is; not a good start for the new kid in town. One evening, while in his room, practicing basic vampire moves, Tony gets a visit from a large bat, which transforms before his eyes into a 9 year old vampire boy, Rudolph, who happens to be extremely hungry, and convinced that Tony is one of his kind. Realizing that Tony is not a vampire, Rudolph tries to fly away again, but having no strength he just plummets straight to the ground outside Tony's window. Rookery the vampire hunter in his vampire hunting truck is in hot pursuit, and Tony, intrigued by the real life vampire he has met, protects Rudolph and, at his request, leads him to the local farm, where Rudolph drinks the blood of a cow. What later ensues is an adventurous caper during which Tony helps Rudolph find the mysterious missing half of the amulet that can help Rudolph and his family finally realize their dream - to become human again	PG	Action and Adventure|Comedy|Kids and Family	Uli Edel|Ulrich Edel	Karey Kirkpatrick|Larry Wilson|Nicholas Waller	2000-10-27	2001-03-06	$	13,432,508	105 minutes	New Line Cinema
